Category,Icon,Location,Refined_KR,Refined_EN,Original
Move,🚶,B2,이동 (대림 방면 승강장으로),Move (대림 Bound for 승강장으로),(B2) 대림 방면 승강장으로 이동
Move,🚶,B2,이동 (도곡 방면 승강장으로),Move (도곡 Bound for 승강장으로),(B2) 도곡 방면 승강장으로 이동
Move,🚶,B2,이동 (동대문 방면 승강장으로),Move (동대문 Bound for 승강장으로),(B2) 동대문 방면 승강장으로 이동
Move,🚶,B2,이동 (동대문사문화공원 방면 승강장으로),Move (동대문사문화공원 Bound for 승강장으로),(B2) 동대문역사문화공원 방면 승강장으로 이동
Move,🚶,B2,이동 (동대입구 방면 승강장으로),Move (동대입구 Bound for 승강장으로),(B2) 동대입구 방면 승강장으로 이동
Move,🚶,B2,이동 (동묘앞 방면 승강장으로),Move (동묘앞 Bound for 승강장으로),(B2) 동묘앞 방면 승강장으로 이동
Move,🚶,B2,이동 (동작 방면 승강장으로),Move (동작 Bound for 승강장으로),(B2) 동작 방면 승강장으로 이동
Move,🚶,B2,이동 (둔촌동 방면 승강장으로),Move (둔촌동 Bound for 승강장으로),(B2) 둔촌동 방면 승강장으로 이동
Move,🚶,B2,이동 (디지털미디어시티 방면 승강장으로),Move (디지털미디어시티 Bound for 승강장으로),(B2) 디지털미디어시티 방면 승강장으로 이동
Move,🚶,B2,이동 (마곡 방면 승강장으로),Move (마곡 Bound for 승강장으로),(B2) 마곡 방면 승강장으로 이동
Move,🚶,B2,이동 (마천 방면 승강장으로),Move (마천 Bound for 승강장으로),(B2) 마천 방면 승강장으로 이동
Move,🚶,B2,이동 (마포구청 방면 승강장으로),Move (마포구청 Bound for 승강장으로),(B2) 마포구청 방면 승강장으로 이동
Move,🚶,B2,이동 (매봉 방면 승강장으로),Move (매봉 Bound for 승강장으로),(B2) 매봉 방면 승강장으로 이동
Move,🚶,B2,이동 (명일 방면 승강장으로),Move (명일 Bound for 승강장으로),(B2) 명일 방면 승강장으로 이동
Move,🚶,B2,이동 (모란 방면 승강장으로),Move (모란 Bound for 승강장으로),(B2) 모란 방면 승강장으로 이동
Move,🚶,B2,이동 (무악재 방면 승강장으로),Move (무악재 Bound for 승강장으로),(B2) 무악재 방면 승강장으로 이동
Move,🚶,B2,이동 (문래 방면 승강장으로),Move (문래 Bound for 승강장으로),(B2) 문래 방면 승강장으로 이동
Move,🚶,B2,이동 (미사 방면 승강장으로),Move (미사 Bound for 승강장으로),(B2) 미사 방면 승강장으로 이동
Move,🚶,B2,이동 (미아 방면 승강장으로),Move (미아 Bound for 승강장으로),(B2) 미아 방면 승강장으로 이동
Move,🚶,B2,이동 (미아사거리 방면 승강장으로),Move (미아사거리 Bound for 승강장으로),(B2) 미아사거리 방면 승강장으로 이동
Move,🚶,B2,이동 (발산 방면 승강장으로),Move (발산 Bound for 승강장으로),(B2) 발산 방면 승강장으로 이동
Move,🚶,B2,이동 (방이 방면 승강장으로),Move (방이 Bound for 승강장으로),(B2) 방이 방면 승강장으로 이동
Move,🚶,B2,이동 (보라매 방면 승강장으로),Move (보라매 Bound for 승강장으로),(B2) 보라매 방면 승강장으로 이동
Elevator Activity,🛗,B2,엘리베이터 탑승 (봉화산 방면),Enter Elevator (봉화산 Bound for),(B2) 봉화산 방면  엘리베이터 탑승
Move,🚶,B2,이동 (봉화산 방면 승강장으로),Move (봉화산 Bound for 승강장으로),(B2) 봉화산 방면 승강장으로 이동
Move,🚶,B2,이동 (삼각지 방면 승강장으로),Move (삼각지 Bound for 승강장으로),(B2) 삼각지 방면 승강장으로 이동
Move,🚶,B2,이동 (상왕십리 방면 승강장으로),Move (상왕십리 Bound for 승강장으로),(B2) 상왕십리 방면 승강장으로 이동
Move,🚶,B2,이동 (상월곡 방면 승강장으로),Move (상월곡 Bound for 승강장으로),(B2) 상월곡 방면 승강장으로 이동
Move,🚶,B2,이동 (상일동 방면 승강장으로),Move (상일동 Bound for 승강장으로),(B2) 상일동 방면 승강장으로 이동
Move,🚶,B2,이동 (새절 방면 승강장으로),Move (새절 Bound for 승강장으로),(B2) 새절 방면 승강장으로 이동
Move,🚶,B2,이동 (서울 방면 승강장으로),Move (서울 Bound for 승강장으로),(B2) 서울역 방면 승강장으로 이동
Move,🚶,B2,이동 (석계 방면 승강장으로),Move (석계 Bound for 승강장으로),(B2) 석계 방면 승강장으로 이동
Move,🚶,B2,이동 (성신여대입구 방면 승강장으로),Move (성신여대입구 Bound for 승강장으로),(B2) 성신여대입구 방면 승강장으로 이동
Move,🚶,B2,이동 (송정 방면 승강장으로),Move (송정 Bound for 승강장으로),(B2) 송정 방면 승강장으로 이동
Move,🚶,B2,이동 (수유 방면 승강장으로),Move (수유 Bound for 승강장으로),(B2) 수유 방면 승강장으로 이동
Move,🚶,B2,이동 (수진 방면 승강장으로),Move (수진 Bound for 승강장으로),(B2) 수진 방면 승강장으로 이동
Move,🚶,B2,이동 (숙대입구 방면 승강장으로),Move (숙대입구 Bound for 승강장으로),(B2) 숙대입구 방면 승강장으로 이동
Move,🚶,B2,이동 (신내 방면 승강장으로),Move (신내 Bound for 승강장으로),(B2) 신내 방면 승강장으로 이동
Move,🚶,B2,이동 (신당 방면 승강장으로),Move (신당 Bound for 승강장으로),(B2) 신당 방면 승강장으로 이동
Move,🚶,B2,이동 (신대방삼거리 방면 승강장으로),Move (신대방삼거리 Bound for 승강장으로),(B2) 신대방삼거리 방면 승강장으로 이동
Move,🚶,B2,이동 (신도림 방면 승강장으로),Move (신도림 Bound for 승강장으로),(B2) 신도림 방면 승강장으로 이동
Move,🚶,B2,이동 (신사 방면 승강장으로),Move (신사 Bound for 승강장으로),(B2) 신사 방면 승강장으로 이동
Move,🚶,B2,이동 (신설동 방면 승강장으로),Move (신설동 Bound for 승강장으로),(B2) 신설동 방면 승강장으로 이동
Move,🚶,B2,이동 (신용산 방면 승강장으로),Move (신용산 Bound for 승강장으로),(B2) 신용산 방면 승강장으로 이동
Move,🚶,B2,이동 (신정 방면 승강장으로),Move (신정 Bound for 승강장으로),(B2) 신정 방면 승강장으로 이동
Move,🚶,B2,이동 (신풍 방면 승강장으로),Move (신풍 Bound for 승강장으로),(B2) 신풍 방면 승강장으로 이동
Move,🚶,B2,이동 (신흥 방면 승강장으로),Move (신흥 Bound for 승강장으로),(B2) 신흥 방면 승강장으로 이동
Move,🚶,B2,이동 (쌍문 방면 승강장으로),Move (쌍문 Bound for 승강장으로),(B2) 쌍문 방면 승강장으로 이동
Move,🚶,B2,이동 (아차산 방면 승강장으로),Move (아차산 Bound for 승강장으로),(B2) 아차산 방면 승강장으로 이동
Move,🚶,B2,이동 (압구정 방면 승강장으로),Move (압구정 Bound for 승강장으로),(B2) 압구정 방면 승강장으로 이동
Move,🚶,B2,이동 (약수 방면 승강장으로),Move (약수 Bound for 승강장으로),(B2) 약수 방면 승강장으로 이동
Move,🚶,B2,이동 (양재 방면 승강장으로),Move (양재 Bound for 승강장으로),(B2) 양재 방면 승강장으로 이동
Move,🚶,B2,이동 (촌 방면 승강장으로),Move (촌 Bound for 승강장으로),(B2) 역촌 방면 승강장으로 이동
Move,🚶,B2,이동 (영등포구청 방면 승강장으로),Move (영등포구청 Bound for 승강장으로),(B2) 영등포구청 방면 승강장으로 이동
Move,🚶,B2,이동 (오금 방면 승강장으로),Move (오금 Bound for 승강장으로),(B2) 오금 방면 승강장으로 이동
Move,🚶,B2,이동 (오목교 방면 승강장으로),Move (오목교 Bound for 승강장으로),(B2) 오목교 방면 승강장으로 이동
Move,🚶,B2,이동 (옥수 방면 승강장으로),Move (옥수 Bound for 승강장으로),(B2) 옥수 방면 승강장으로 이동
Move,🚶,B2,이동 (온수 방면 승강장으로),Move (온수 Bound for 승강장으로),(B2) 온수 방면 승강장으로 이동
Move,🚶,B2,이동 (올림픽공원 방면 승강장으로),Move (올림픽공원 Bound for 승강장으로),(B2) 올림픽공원 방면 승강장으로 이동
Move,🚶,B2,이동 (왕십리 방면 승강장으로),Move (왕십리 Bound for 승강장으로),(B2) 왕십리 방면 승강장으로 이동
Move,🚶,B2,이동 (용산 방면 승강장으로),Move (용산 Bound for 승강장으로),(B2) 용산 방면 승강장으로 이동
Move,🚶,B2,이동 (우장산 방면 승강장으로),Move (우장산 Bound for 승강장으로),(B2) 우장산 방면 승강장으로 이동
Move,🚶,B2,이동 (운서 방면 승강장으로),Move (운서 Bound for 승강장으로),(B2) 운서 방면 승강장으로 이동
Move,🚶,B2,이동 (을지로4가 방면 승강장으로),Move (을지로4가 Bound for 승강장으로),(B2) 을지로4가 방면 승강장으로 이동
Move,🚶,B2,이동 (을지로입구 방면 승강장으로),Move (을지로입구 Bound for 승강장으로),(B2) 을지로입구 방면 승강장으로 이동
Move,🚶,B2,이동 (응암 방면 승강장으로),Move (응암 Bound for 승강장으로),(B2) 응암 방면 승강장으로 이동
Move,🚶,B2,이동 (통로로),Move (통로로),(B2) 이동통로로 이동
Move,🚶,B2,이동 (이촌 방면 승강장으로),Move (이촌 Bound for 승강장으로),(B2) 이촌 방면 승강장으로 이동
Move,🚶,B2,이동 (인천공항1터미널 방면 승강장으로),Move (인천공항1터미널 Bound for 승강장으로),(B2) 인천공항1터미널 방면 승강장으로 이동
Move,🚶,B2,이동 (잠실 방면 승강장으로),Move (잠실 Bound for 승강장으로),(B2) 잠실 방면 승강장으로 이동
Move,🚶,B2,이동 (잠실나루 방면 승강장으로),Move (잠실나루 Bound for 승강장으로),(B2) 잠실나루 방면 승강장으로 이동
Move,🚶,B2,이동 (잠실새내 방면 승강장으로),Move (잠실새내 Bound for 승강장으로),(B2) 잠실새내 방면 승강장으로 이동
Move,🚶,B2,이동 (잠원 방면 승강장으로),Move (잠원 Bound for 승강장으로),(B2) 잠원 방면 승강장으로 이동
Move,🚶,B2,이동 (장한평 방면 승강장으로),Move (장한평 Bound for 승강장으로),(B2) 장한평 방면 승강장으로 이동
Move,🚶,B2,이동 (제기동 방면 승강장으로),Move (제기동 Bound for 승강장으로),(B2) 제기동 방면 승강장으로 이동
Move,🚶,B2,이동 (종각 방면 승강장으로),Move (종각 Bound for 승강장으로),(B2) 종각 방면 승강장으로 이동
Move,🚶,B2,이동 (종로3가 방면 승강장으로),Move (종로3가 Bound for 승강장으로),(B2) 종로3가 방면 승강장으로 이동
Move,🚶,B2,이동 (종로5가 방면 승강장으로),Move (종로5가 Bound for 승강장으로),(B2) 종로5가 방면 승강장으로 이동
Move,🚶,B2,이동 (종합운동장 방면 승강장으로),Move (종합운동장 Bound for 승강장으로),(B2) 종합운동장 방면 승강장으로 이동
Move,🚶,B2,이동 (증산 방면 승강장으로),Move (증산 Bound for 승강장으로),(B2) 증산 방면 승강장으로 이동
Move,🚶,B2,이동 (창동 방면 승강장으로),Move (창동 Bound for 승강장으로),(B2) 창동 방면 승강장으로 이동
Move,🚶,B2,이동 (천왕 방면 승강장으로),Move (천왕 Bound for 승강장으로),(B2) 천왕 방면 승강장으로 이동
Move,🚶,B2,이동 (청량리 방면 승강장으로),Move (청량리 Bound for 승강장으로),(B2) 청량리 방면 승강장으로 이동
Move,🚶,B2,이동 (태릉입구 방면 승강장으로),Move (태릉입구 Bound for 승강장으로),(B2) 태릉입구 방면 승강장으로 이동
Move,🚶,B2,이동 (하남검단산 방면 승강장으로),Move (하남검단산 Bound for 승강장으로),(B2) 하남검단산 방면 승강장으로 이동
Move,🚶,B2,이동 (하남시청 방면 승강장으로),Move (하남시청 Bound for 승강장으로),(B2) 하남시청 방면 승강장으로 이동
Move,🚶,B2,이동 (하남풍산 방면 승강장으로),Move (하남풍산 Bound for 승강장으로),(B2) 하남풍산 방면 승강장으로 이동
Move,🚶,B2,이동 (한성대입구 방면 승강장으로),Move (한성대입구 Bound for 승강장으로),(B2) 한성대입구 방면 승강장으로 이동
Move,🚶,B2,이동 (한양대 방면 승강장으로),Move (한양대 Bound for 승강장으로),(B2) 한양대 방면 승강장으로 이동
Move,🚶,B2,이동 (혜화 방면 승강장으로),Move (혜화 Bound for 승강장으로),(B2) 혜화 방면 승강장으로 이동
Move,🚶,B2,이동 (홍대입구 방면 승강장으로),Move (홍대입구 Bound for 승강장으로),(B2) 홍대입구 방면 승강장으로 이동
Move,🚶,B2,이동 (홍제 방면 승강장으로),Move (홍제 Bound for 승강장으로),(B2) 홍제 방면 승강장으로 이동
Move,🚶,B2,이동 (화곡 방면 승강장으로),Move (화곡 Bound for 승강장으로),(B2) 화곡 방면 승강장으로 이동
Move,🚶,B2,이동 (화랑대 방면 승강장으로),Move (화랑대 Bound for 승강장으로),(B2) 화랑대 방면 승강장으로 이동
Move,🚶,B2,이동 (환승대합실로),Move (환승대합실로),(B2) 환승대합실로 이동
Move,🚶,B2,이동 (회현 방면 승강장으로),Move (회현 Bound for 승강장으로),(B2) 회현 방면 승강장으로 이동
Move,🚶,B2,이동 (효창공원앞 방면 승강장으로),Move (효창공원앞 Bound for 승강장으로),(B2) 효창공원앞 방면 승강장으로 이동
Move,🚶,B3,이동 (4호선 동대문사문화공원 방면 승강장으로),Move (4Line  동대문사문화공원 Bound for 승강장으로),(B3) 4호선 동대문역사문화공원 방면 승강장으로 이동
Move,🚶,B3,이동 (6호선 신당 방면 승강장으로),Move (6Line  신당 Bound for 승강장으로),(B3) 6호선 신당 방면 승강장으로 이동
Move,🚶,B3,이동 (6호선 창신 방면 승강장으로),Move (6Line  창신 Bound for 승강장으로),(B3) 6호선 창신 방면 승강장으로 이동
Move,🚶,B3,이동 (9호선 국회의사당 방면 승강장으로),Move (9Line  국회의사당 Bound for 승강장으로),(B3) 9호선 국회의사당 방면 승강장으로 이동
Move,🚶,B3,이동 (9호선 선유도 방면 승강장으로),Move (9Line  선유도 Bound for 승강장으로),(B3) 9호선 선유도 방면 승강장으로 이동
Move,🚶,B3,이동 (강남구청 방면 승강장으로),Move (강남구청 Bound for 승강장으로),(B3) 강남구청 방면 승강장으로 이동
Move,🚶,B3,이동 (개화산 방면 승강장으로),Move (개화산 Bound for 승강장으로),(B3) 개화산 방면 승강장으로 이동
Move,🚶,B3,이동 (경복궁 방면 승강장으로),Move (경복궁 Bound for 승강장으로),(B3) 경복궁 방면 승강장으로 이동
Move,🚶,B3,이동 (고려대 방면 승강장으로),Move (고려대 Bound for 승강장으로),(B3) 고려대 방면 승강장으로 이동
Move,🚶,B3,이동 (고속터미널 방면 승강장으로),Move (고속터미널 Bound for 승강장으로),(B3) 고속터미널 방면 승강장으로 이동
Move,🚶,B3,이동 (광나루 방면 승강장으로),Move (광나루 Bound for 승강장으로),(B3) 광나루 방면 승강장으로 이동
